Name,Gene_ID,GenomeBuild,Chr,Accession
cg20715764,9422,36,19,NM_003417.2
cg20716064,9712,36,10,XM_927409.1
cg20716119,999,36,16,NT_010498.15
cg20716209,6774,36,17,NM_139276.2
cg20716571,22884,36,10,NM_014023.3
cg20716945,84640,36,4,NM_032557.4
cg20717059,83648,36,8,NM_053279.1
cg20718816,4053,36,14,NM_000428.2
cg20720686,5447,36,7,NM_000941.1
cg20721467,23522,36,10,NM_012330.1
cg20723355,162517,36,17,NM_153230.1
cg20723792,,,,
cg20724073,6945,36,17,NM_170607.2
cg20725021,5648,36,3,NM_001879.4
cg20727114,126129,36,19,NM_152359.1
cg20727362,1727,36,22,NM_000398.4
cg20728496,55191,36,11,NM_018161.4
cg20728639,25841,36,11,NM_145804.1
cg20731798,119710,36,11,NM_138787.2
cg20732137,26205,36,20,NM_012384.2
cg20732367,9208,36,2,NM_004735.2
cg20736065,124540,36,17,NM_138962.2
cg20737712,84897,36,11,NM_032811.1
cg20739508,9459,36,X,NM_004840.2
cg20739510,5195,36,1,NM_004565.1
cg20740029,160728,36,12,NM_145913.2
cg20743744,1487,36,4,NM_001328.2
cg20744464,4241,36,3,NM_033316.2
cg20744809,55783,36,16,NM_018348.4
cg20747455,8785,36,20,NM_003833.2
cg20748065,5447,36,7,NM_000941.1
cg20750215,3726,36,19,NM_002229.2
cg20750319,,,,
cg20751395,3784,36,11,NT_009237.17
cg20752438,51754,36,9,NM_016446.2
cg20755353,29101,36,1,NM_014188.2
cg20757196,84231,36,16,NM_032271.2
cg20757526,51181,36,17,NM_016286.2
cg20757758,84217,36,1,NM_032257.3
cg20757912,23635,36,5,NM_012446.2
cg20758803,260425,36,1,NM_152900.1
cg20760063,10230,36,17,NM_005821.3
cg20761322,10518,36,15,NM_006383.2
cg20764656,2877,36,14,NM_002083.2
cg20767356,84072,36,1,NM_032132.2
cg20767936,54529,36,2,NM_019048.1
cg20768743,10666,36,18,NM_006566.1
cg20769102,5440,36,8,NM_005034.3
cg20769774,1540,36,16,NM_015247.1
cg20769842,7681,36,15,NM_005664.2
cg20770175,1281,36,2,NM_000090.2
cg20770311,6609,36,11,NM_000543.3
cg20770803,124817,36,17,NM_173478.1
cg20771670,23612,36,1,NM_012396.2
cg20772904,79801,36,16,NM_024745.2
cg20773127,2028,36,4,NM_001977.2
cg20774846,1807,36,8,NM_001385.1
cg20775254,150696,36,2,NM_144707.1
cg20775840,10146,36,5,NM_005754.2
cg20775959,9915,36,15,NM_014862.3
cg20776317,6621,36,9,NM_003086.1
cg20777437,200008,36,1,NM_201546.2
cg20778294,23082,36,10,NM_015062.3
cg20778669,4255,36,10,NT_008818.15
cg20779414,6778,36,12,NM_003153.3
cg20780953,9545,36,19,NM_004283.2
cg20781140,151556,36,2,NM_152529.5
cg20781967,4815,36,12,NM_016533.4
cg20782689,5018,36,14,NM_005015.1
cg20784775,83857,36,12,NM_031920.2
cg20785344,192111,36,12,NM_138575.1
cg20786074,2202,36,2,NM_018894.1
cg20787196,3709,36,12,NM_002223.1
cg20788083,26276,36,15,NM_018668.2
cg20789620,79187,36,19,NM_024333.1
cg20789691,6013,36,9,NM_006911.2
cg20789824,169611,36,9,NM_182487.1
cg20790056,126259,36,19,NM_144615.1
cg20790540,171558,36,6,NM_138296.1
cg20791593,129807,36,2,NM_080741.1
cg20791841,4125,36,19,NM_000528.2
cg20792062,3741,36,12,NM_002234.2
cg20792294,51214,36,11,NT_009237.17
cg20792833,5790,36,11,NM_005608.2
cg20793071,9528,36,1,NM_004872.3
cg20795401,3655,36,2,NM_000210.1
cg20795863,4759,36,2,NM_005383.1
cg20795913,6945,36,17,NM_170607.2
cg20797216,84467,36,19,NM_032447.3
cg20797699,80774,36,17,NM_030576.2
cg20797766,83886,36,16,NM_031948.3
cg20798152,9607,36,5,NM_004291.2
cg20801056,4155,36,18,NM_001025090.1
cg20802051,205,36,1,NM_013410.2
cg20802392,1513,36,1,NM_000396.2
cg20803370,5498,36,1,NM_000309.2
cg20804101,6540,36,12,NM_016615.2
cg20804555,145258,36,14,NM_173849.2
cg20804821,118442,36,3,NM_080865.2
cg20807545,170692,36,16,NM_139054.2
cg20807701,4189,36,7,NM_012328.1
cg20808145,64837,36,11,NM_022822.1
cg20811273,201973,36,4,NM_152683.1
cg20811389,8555,36,9,NM_003671.2
cg20811607,6610,36,6,NM_003080.1
cg20812929,317749,36,14,NM_198083.1
cg20813773,285600,36,5,NM_173665.1
cg20815063,4361,36,11,NM_005591.3
cg20816612,5255,36,X,NM_002637.1
cg20821095,8772,36,11,NM_003824.2
cg20822579,11035,36,14,NM_006871.2
cg20822628,140628,36,20,NT_011362.9
cg20822990,,,,
cg20824576,961,36,3,NM_001777.3
cg20825323,3476,36,X,NM_001551.2
cg20828084,57214,36,15,NM_018689.1
cg20830531,11162,36,4,NM_198041.1
cg20831492,10282,36,7,NM_005868.3
cg20831708,25956,36,10,NM_015490.3
cg20832009,9754,36,X,NM_014725.2
cg20832020,201633,36,3,NM_173799.2
cg20833786,117195,36,11,NM_054031.2
cg20835282,375341,36,3,NM_198562.1
cg20837735,5268,36,18,NM_002639.2
cg20839025,5651,36,21,NM_002772.1
cg20839149,9047,36,1,NM_003975.2
cg20839219,25800,36,18,NM_012319.2
cg20840847,321,36,15,NM_005503.2
cg20842040,5634,36,X,NM_002765.2
cg20843052,84542,36,2,NM_032506.1
cg20845050,7553,36,8,NM_003416.1
cg20847746,6271,36,1,NM_006271.1
cg20848130,57165,36,1,NM_020435.2
cg20849549,5728,36,10,NM_000314.3
cg20849987,51213,36,X,NM_016383.2
cg20850582,987,36,4,NM_006726.1
cg20850981,64288,36,6,NM_030899.2
cg20851097,6710,36,14,NM_000347.4
cg20851245,64320,36,2,NM_022453.2
cg20852286,200895,36,3,NM_176815.2
cg20853593,23549,36,2,NM_012100.1
cg20854748,8394,36,1,NM_003557.1
cg20855303,9185,36,X,NM_004726.1
cg20855344,9975,36,3,NM_005126.2
cg20855565,25893,36,1,NM_015431.2
cg20856064,54681,36,3,NM_017732.3
cg20856436,6233,36,2,NM_002954.3
cg20856834,81797,36,6,NM_030959.2
cg20857253,140290,36,21,NM_144659.3
cg20857455,144402,36,12,NM_153634.2
cg20857947,435,36,7,NM_001024943.1
cg20858478,124872,36,17,NM_153446.1
cg20858526,11330,36,1,NM_007272.2
cg20859470,6232,36,1,NM_001030.3
cg20861607,1139,36,15,NM_000746.2
cg20862119,51350,36,12,NM_015848.1
cg20862496,57152,36,8,NM_020427.2
cg20864636,84253,36,9,NM_032293.3
cg20865068,9375,36,13,NM_004800.1
cg20866788,400,36,12,NM_001177.3
cg20867633,127845,36,1,NM_198447.1
cg20868410,1839,36,5,NM_001945.1
cg20869203,340596,36,X,NM_178175.2
cg20869710,51074,36,11,NM_015957.1
cg20870362,881,36,9,NM_005893.1
cg20870559,4939,36,12,NM_002535.2
cg20872461,5984,36,3,NM_002916.3
cg20876010,57685,36,1,NM_020925.1
cg20877313,27165,36,12,NM_013267.2
cg20878850,367,36,X,NT_011669.16
cg20879768,51224,36,18,NM_016427.2
cg20879959,3105,36,6,NM_002116.5
cg20880234,7750,36,13,NM_003453.2
cg20881054,22846,36,14,NM_014909.2
cg20881888,51364,36,3,NM_015896.2
cg20881910,50863,36,11,NM_016522.2
cg20882852,5570,36,6,NM_032471.4
cg20884362,85395,36,21,NM_058190.2
cg20884697,79694,36,6,NM_024641.2
cg20885089,271,36,1,NM_203404.1
cg20886062,1632,36,16,NM_001919.2
cg20887241,3352,36,1,NM_000864.3
cg20887455,5245,36,17,NM_002634.2
cg20888386,1412,36,2,NM_057093.1
cg20888907,137994,36,8,NM_144652.1
cg20890210,9312,36,8,NM_004770.2
cg20891301,4487,36,4,NT_006051.17
cg20891917,3475,36,7,NM_001550.2
cg20892287,9743,36,11,NM_014715.2
cg20893022,284424,36,19,NM_174947.2
cg20895028,60437,36,20,NM_177980.1
cg20895877,145270,36,14,NM_178013.1
cg20896197,9585,36,10,NM_016195.2
cg20897667,5178,36,19,NM_006210.1
cg20899053,3110,36,7,NM_005515.2
cg20899321,2615,36,11,NM_005512.1
cg20900524,5538,36,1,NM_000310.2
cg20902737,9343,36,17,NM_004247.2
cg20903926,163747,36,1,NM_152607.1
cg20904010,8224,36,22,NM_003490.2
cg20904141,84311,36,17,NM_032351.3
cg20906802,221391,36,6,NM_181744.2
cg20907471,5075,36,20,NM_006192.1
cg20908204,1760,36,19,NM_004409.2
cg20908993,51382,36,14,NM_015994.2
cg20909686,5017,36,11,NM_004561.2
cg20910436,5033,36,10,NM_000917.2
cg20910746,8424,36,11,NM_003986.1
cg20913782,113444,36,1,NM_138428.2
cg20914508,2596,36,3,NM_002045.2
cg20916483,84067,36,11,NM_032127.1
cg20916523,7428,36,3,NT_022517.17
cg20917484,2597,36,12,NM_002046.2
cg20918903,55818,36,2,NM_018433.3
cg20919133,58508,36,7,NM_021230.1
cg20919556,154043,36,6,NM_173515.2
cg20919799,1028,36,11,NM_000076.1
cg20922422,9468,36,X,NM_004845.3
cg20923575,9110,36,17,NM_004687.3
cg20924286,5010,36,3,NM_005602.4
cg20925178,55280,36,10,NM_018294.3
cg20925482,51526,36,20,NM_016470.6
cg20925811,4318,36,20,NM_004994.2
cg20925954,1847,36,10,NM_004419.3
cg20925955,26230,36,6,NM_012454.3
cg20927059,7024,36,12,NM_005653.3
cg20930618,6944,36,1,NM_005997.1
cg20931907,340602,36,X,NM_203407.1
cg20932053,1368,36,12,NM_001874.3
cg20932765,51592,36,1,NM_015906.3
cg20935106,55080,36,12,NM_018009.3
cg20937139,56034,36,4,NM_016205.1
cg20938286,56650,36,3,NM_019895.1
cg20938359,6539,36,12,NM_003044.2
cg20938689,1350,36,5,NM_001867.2
cg20939319,56154,36,8,NM_031271.2
cg20940661,3790,36,2,NM_002252.3
cg20945531,285759,36,6,NM_173673.1
cg20947775,79966,36,4,NM_024906.1
cg20948472,153527,36,5,NM_144723.1
cg20950011,1149,36,18,NM_001279.2
cg20950277,79931,36,4,NM_024873.2
cg20951444,252995,36,1,NM_153756.1
cg20951539,222659,36,6,NM_152990.2
cg20951726,66036,36,8,NM_015458.3
cg20951821,8507,36,5,NM_003633.1
cg20953047,5284,36,1,NM_002644.2
cg20955688,137835,36,8,NM_144649.1
cg20955831,55604,36,6,NM_017640.3
cg20956314,9942,36,3,NM_005108.2
cg20956373,84196,36,1,NM_032236.5
cg20957193,84937,36,16,NM_032268.3
cg20959523,55137,36,2,NM_018086.2
cg20959866,55966,36,1,NM_018836.2
cg20964758,10495,36,X,NM_182314.1
cg20965815,135656,36,6,NM_080870.2
cg20966551,22983,36,19,NM_014975.1
cg20966972,7994,36,8,NM_006766.2
cg20967028,420,36,12,NM_021071.2
cg20967220,8521,36,6,NM_003643.2
cg20969242,54856,36,1,NM_032292.3
cg20969846,11083,36,20,NM_022105.3
cg20970875,256949,36,19,NM_198471.1
cg20972214,6515,36,12,NM_006931.1
cg20972416,79840,36,2,NM_024782.1
cg20972495,9117,36,3,NM_032970.2
cg20972543,8916,36,4,NM_014606.1
cg20972553,122953,36,14,NM_130469.2
cg20973210,374872,36,19,NM_198532.1
cg20974196,1675,36,19,NM_001928.2
cg20975478,149473,36,1,NM_152499.1
cg20977411,10654,36,1,NM_006556.2
cg20977864,54768,36,16,NM_017558.2
cg20979602,167153,36,5,NM_173797.2
cg20979799,222546,36,6,NM_173560.1
cg20979896,81572,36,20,NM_030815.2
cg20980592,4224,36,6,NM_005588.1
cg20981615,7294,36,4,NM_003328.1
cg20981893,3291,36,16,NM_000196.2
cg20982583,5435,36,22,NM_021974.2
cg20985014,8838,36,6,NM_003880.2
cg20986134,4001,36,5,NM_005573.2
cg20987431,,,,
cg20987610,1015,36,8,NM_004063.2
cg20988616,5169,36,6,NM_005021.2
cg20988728,113791,36,22,NM_052880.3
cg20991095,25862,36,6,NM_018561.3
cg20991801,8621,36,7,NM_003718.2
cg20993403,2036,36,20,NM_012156.2
cg20994118,,,,
cg20994561,575,36,8,NM_001702.1
cg20994801,5293,36,1,NM_005026.2
cg20998539,,,,
cg20998885,140856,36,20,NM_178483.2
cg20999813,9100,36,16,NM_005153.1
cg20999934,4799,36,9,NM_002504.3
cg21000021,10514,36,17,NM_014520.1
cg21003606,83698,36,7,NM_031468.2
cg21004129,3577,36,2,NM_000634.2
cg21006686,4842,36,12,NM_000620.1
cg21008709,51188,36,3,NM_016305.1
cg21008828,10188,36,3,NM_001010938.1
cg21010050,55773,36,3,NM_018309.1
cg21010197,55143,36,1,NM_018101.2
cg21010262,51116,36,9,NM_016034.2
cg21011830,6142,36,19,NM_000980.2
cg21012874,6623,36,10,NM_003087.1
cg21016177,23265,36,17,NM_015219.2
cg21017752,5507,36,10,NM_005398.3
cg21019522,5002,36,11,NM_183233.1
cg21019820,55152,36,3,NM_001009996.1
cg21020082,27013,36,2,NM_015680.3
cg21020710,27300,36,19,NM_014480.1
cg21021629,8204,36,21,NM_003489.2
cg21022247,51411,36,12,NM_016293.2
cg21022395,8036,36,10,NM_007373.2
cg21022435,4798,36,11,NM_006165.2
cg21023001,22918,36,20,NM_012072.2
cg21023114,3448,36,9,NM_002172.1
cg21023770,128497,36,20,NM_080608.3
cg21024145,6210,36,16,NM_001019.4
cg21024391,11146,36,1,NM_053274.1
cg21026663,8360,36,6,NM_003539.3
cg21028326,85378,36,22,NM_001008658.1
cg21029904,7644,36,19,NM_003430.1
cg21030400,2872,36,19,NM_199054.1
cg21030483,84548,36,X,NM_032508.1
cg21030598,5062,36,3,NM_002577.3
cg21032203,9406,36,1,NM_005455.3
cg21032583,89782,36,3,NM_033029.1
cg21033494,4477,36,10,NM_002443.2
cg21033855,146050,36,15,NM_152455.2
cg21034676,7045,36,5,NM_000358.1
cg21035142,155051,36,7,NM_144727.1
cg21037570,10989,36,2,NM_006839.1
cg21038229,3163,36,16,NM_002134.2
cg21038703,92591,36,17,NM_080863.4
cg21038964,54344,36,1,NM_018973.3
cg21039631,965,36,1,NM_001779.1
cg21039679,400359,36,15,NM_207444.1
cg21039822,5833,36,17,NM_002861.1
cg21041127,155465,36,7,NM_176813.3
cg21042619,8726,36,11,NM_003797.2
cg21043558,673,36,7,NM_004333.2
cg21043754,1642,36,11,NM_001923.2
cg21044104,131375,36,3,NM_144634.2
cg21045388,399563,36,1,NM_201628.1
cg21045917,212,36,X,NM_000032.1
cg21046413,9131,36,X,NM_004208.2
cg21046940,1611,36,5,NM_004394.1
cg21047206,9659,36,1,NM_001002812.1
cg21048501,64951,36,7,NM_032014.1
cg21048669,10143,36,16,NM_005752.2
cg21049762,10312,36,11,NM_006019.2
cg21051046,2020,36,7,NM_001427.2
cg21051086,151987,36,3,NM_174907.1
cg21051423,27085,36,8,NM_022045.2
cg21052164,1141,36,1,NM_000748.1
cg21053015,9145,36,22,NM_145738.1
cg21053323,6612,36,21,NM_006936.2
cg21053529,57369,36,15,NM_020660.1
cg21053748,4697,36,7,NM_002489.2
cg21057046,4681,36,1,NM_005380.3
cg21057494,7123,36,3,NM_003278.1
cg21060429,4521,36,7,NM_002452.3
cg21060854,27348,36,9,NM_014506.1
cg21061811,79016,36,19,NM_024050.4
cg21062347,9376,36,11,NM_004254.2
cg21063899,8796,36,13,NM_003843.2
cg21065959,353135,36,1,NM_178353.1
cg21065990,55617,36,20,NM_017714.1
cg21066636,9032,36,17,NM_003963.2
cg21067846,79710,36,X,NM_024657.2
cg21068030,84316,36,17,NM_032356.3
cg21068152,23409,36,12,NM_012240.1
cg21068339,1832,36,6,NM_004415.2
cg21069922,26284,36,17,NM_005702.2
cg21070087,23072,36,7,NM_015052.2
cg21070730,30844,36,15,NM_139265.2
cg21072025,94235,36,19,NM_033258.1
cg21073927,2626,36,8,NM_002052.2
cg21075829,83850,36,3,NM_031913.1
cg21076470,63931,36,1,NM_022100.1
cg21080294,5631,36,X,NM_002764.2
cg21081852,7296,36,12,NM_182729.1
cg21081971,7223,36,13,NM_016179.1
cg21084260,347,36,3,NM_001647.2
cg21085553,79668,36,5,NM_024615.2
cg21085625,1622,36,2,NM_020548.4
cg21085768,10942,36,16,NM_144956.1
cg21086464,5058,36,11,NM_002576.3
cg21087043,1641,36,X,NM_178151.1
cg21087137,256710,36,12,NM_152779.1
cg21087701,139760,36,X,NM_178471.1
cg21089667,6596,36,3,NM_003071.2
cg21090723,79868,36,X,NM_024810.1
cg21091629,27315,36,11,NM_014489.1
cg21091679,22936,36,5,NM_012081.3
cg21092324,22915,36,4,NM_007351.2
cg21092462,3756,36,1,NM_002238.2
cg21092687,9401,36,8,NM_004260.1
cg21093060,200081,36,1,NM_175852.3
cg21094154,8600,36,13,NM_003701.2
cg21094669,8001,36,4,NM_006529.1
cg21096399,4162,36,11,NM_006500.2
cg21096502,51142,36,7,NM_016139.2
cg21096591,24150,36,16,NM_015369.1
cg21096915,84856,36,10,NM_032770.3
cg21096966,54813,36,14,NM_017658.2
cg21097090,,,,
cg21097640,219404,36,13,NM_152705.1
cg21098323,126014,36,19,NM_130771.2
cg21099221,6723,36,1,NM_003132.2
cg21099326,23087,36,8,NM_171982.2
cg21099488,57161,36,14,NM_021255.1
cg21101222,475,36,5,NM_004045.3
cg21104946,7477,36,22,NM_058238.1
cg21105318,3694,36,2,NM_000888.3
cg21109025,6347,36,17,NM_002982.3
cg21111471,23769,36,11,NM_013280.4
cg21111868,1961,36,2,NM_001965.1
cg21112925,8824,36,16,NM_003869.4
cg21114485,55325,36,4,NM_018359.1
cg21115977,2658,36,10,NM_016204.1
cg21115990,4041,36,11,NM_002335.1
cg21116314,10781,36,19,NM_198058.1
cg21116410,5193,36,17,NM_000286.1
cg21117584,79753,36,1,NM_024700.2
cg21119032,10314,36,2,NM_006055.1
cg21120063,389084,36,2,NM_206895.1
cg21120249,401563,36,9,NM_207511.1
cg21120786,8935,36,7,NM_003930.3
cg21122529,10523,36,19,NM_006387.4
cg21122774,1757,36,9,NM_007101.2
cg21123509,5425,36,7,NM_006230.1
cg21123573,23409,36,12,NM_012240.1
cg21126707,4617,36,12,NM_005593.1
cg21126943,4680,36,19,NM_002483.3
cg21129531,64101,36,7,NM_022143.3
cg21130124,51806,36,10,NM_017422.3
cg21130374,4600,36,21,NM_002463.1
cg21132104,79029,36,15,NM_024063.1
cg21132577,9172,36,8,NM_003970.1
cg21134096,6009,36,7,NM_005614.2
cg21137173,,,,
cg21137417,6694,36,2,NM_006944.2
cg21137706,10329,36,12,NM_014254.1
cg21137707,114824,36,X,NM_052926.1
cg21137823,5590,36,1,NM_002744.4
cg21139312,,,,
cg21140292,6595,36,9,NM_139045.2
cg21142158,57511,36,13,NM_020751.1
cg21142188,538,36,X,NM_000052.2
cg21142272,283849,36,16,NM_178516.2
cg21142398,148979,36,1,NM_147193.1
cg21144270,10494,36,2,NM_006374.3
cg21144587,11321,36,2,NM_007266.1
cg21145624,56917,36,19,NM_001009813.1
cg21146268,8344,36,6,NM_003523.2
cg21148892,165530,36,2,NM_173535.2
cg21151355,2707,36,1,NM_024009.2
cg21152662,7006,36,4,NM_003215.1
cg21152671,7185,36,9,NM_005658.3
cg21153758,3672,36,5,NM_181501.1
cg21154823,64760,36,8,NM_022749.4
cg21161070,29127,36,12,NM_013277.2
cg21161651,79081,36,11,NM_024099.2
cg21162961,10692,36,4,NM_006583.2
cg21163415,1908,36,20,NM_000114.2
cg21164303,23423,36,15,NM_007364.2
cg21165219,63895,36,18,NM_022068.1
cg21165909,1373,36,2,NM_001875.2
cg21166555,8379,36,7,NM_003550.2
cg21166999,6098,36,6,NM_002944.2
cg21167159,283120,36,11,NT_009237.17
cg21168622,59348,36,19,NM_021632.3
cg21168884,401288,36,6,NM_207502.1
cg21169285,5601,36,5,NM_002752.3
cg21171130,51016,36,14,NM_016049.3
cg21171373,54554,36,3,NM_019069.3
cg21171615,5788,36,1,NM_002838.2
cg21172540,81629,36,1,NM_052841.3
cg21173623,85014,36,9,NM_032928.2
cg21176048,51555,36,3,NM_016559.1
cg21177096,4148,36,2,NM_002381.3
cg21178548,201191,36,17,NM_174920.2
cg21179457,84684,36,14,NM_032594.2
cg21179654,,,,
cg21180599,79816,36,19,NM_024760.1
cg21182322,5451,36,1,NM_002697.2
cg21182407,670,36,6,NM_004332.1
cg21182454,10461,36,2,NM_006343.2
cg21183846,2329,36,1,NM_002022.1
cg21183872,79836,36,X,NM_024778.4
cg21184011,124245,36,16,NM_144604.2
cg21184174,4803,36,1,NM_002506.2
cg21184495,7756,36,17,NM_001032293.1
cg21185421,116224,36,9,NM_138333.3
cg21187265,57190,36,1,NM_020451.2
cg21190644,,,,
cg21194776,159195,36,10,NM_152586.2
cg21195120,51360,36,X,NM_015884.1
cg21195414,60481,36,6,NM_021814.3
cg21196187,5681,36,16,NM_006742.1
cg21197871,137682,36,8,NM_152416.1
cg21197973,54681,36,3,NM_017732.3
cg21198021,1912,36,1,NM_198040.1
cg21200380,708,36,17,NM_001212.3
cg21200703,10568,36,4,NM_006424.1
cg21201109,25959,36,19,NM_015493.4
cg21201572,10551,36,7,NM_006408.2
cg21201659,11196,36,10,NM_007190.2
cg21203420,54014,36,21,NM_018963.3
cg21206959,11130,36,10,NM_032997.2
cg21207418,54,36,19,NM_001611.2
cg21207436,55237,36,14,NM_018228.1
cg21208104,8492,36,4,NM_003619.2
cg21209091,27121,36,8,NM_014420.2
cg21209356,1439,36,22,NM_000395.1
cg21210758,2121,36,4,NM_014556.2
cg21210789,575,36,8,NM_001702.1
cg21211608,5908,36,12,NM_001010942.1
cg21211748,1870,36,1,NM_004091.2
cg21212066,2734,36,16,NM_012201.4
cg21212956,55146,36,7,NM_018106.2
cg21215336,80131,36,19,NM_025061.3
cg21218093,63925,36,20,NM_022095.3
cg21218636,58488,36,17,NM_021213.1
cg21219744,60558,36,4,NM_021927.1
cg21222430,1026,36,6,NT_007592.14
cg21223353,10218,36,1,NM_021146.2
cg21223368,3419,36,15,NM_005530.2
cg21224049,521,36,4,NM_007100.2
cg21224759,5303,36,X,NM_006223.2
cg21226224,64321,36,8,NM_022454.2
cg21226225,7296,36,12,NM_182729.1
cg21226234,9684,36,8,NM_014665.1
cg21226861,23412,36,10,NM_012071.2
cg21228284,54957,36,16,NM_017853.1
cg21229055,2824,36,X,NM_001001995.1
cg21229859,50804,36,15,NM_016132.2
cg21230133,3881,36,17,NM_002277.2
cg21230392,8842,36,4,NM_006017.1
cg21230435,611,36,7,NM_001708.1
cg21232015,55743,36,12,NT_024477.13
cg21232685,9737,36,X,NM_014710.2
cg21233722,1794,36,5,NM_004946.1
cg21235838,10580,36,10,NM_006434.1
cg21237418,83871,36,17,NM_031934.3
cg21237591,51214,36,11,NM_016412.1
cg21238457,7481,36,11,NM_004626.2
cg21238818,89792,36,11,NM_033036.1
cg21240812,203062,36,8,NM_145003.1
cg21241823,63977,36,21,NM_022115.2
cg21242004,143187,36,10,NM_145206.1
cg21243096,5453,36,1,NM_002699.2
cg21243909,55920,36,1,NM_018715.1
cg21244397,84930,36,10,NM_032844.1
cg21244955,5297,36,22,NM_058004.1
cg21245135,5223,36,10,NM_002629.2
cg21245372,4928,36,11,NM_139131.2
cg21245652,4118,36,2,NM_022438.1
cg21246431,256356,36,3,NM_152776.1
cg21246783,1047,36,4,NM_004362.1
cg21248478,1193,36,X,NM_001289.4
cg21248774,6421,36,1,NM_005066.1
cg21250296,3018,36,6,NM_021062.2
cg21250577,2108,36,15,NM_000126.1
cg21250978,5577,36,7,NM_002736.2
cg21252483,4924,36,19,NM_006184.3
cg21255605,7182,36,3,NM_003298.2
cg21255626,7386,36,19,NM_006003.1
cg21255732,23171,36,3,NM_015141.2
cg21256649,5573,36,17,NM_002734.3
cg21256656,5653,36,19,NM_002774.3
cg21257635,25949,36,1,NM_015484.2
cg21258987,23708,36,X,NM_018094.2
cg21259253,7262,36,11,NM_003311.3
cg21260850,124583,36,17,NM_138793.2
cg21261477,56997,36,1,NM_020247.3
cg21262854,55610,36,7,NM_024553.2
cg21263122,6751,36,14,NM_001049.2
cg21263196,4059,36,19,NM_005581.3
cg21264055,80742,36,6,NM_025263.1
cg21264207,1959,36,10,NM_000399.2
cg21264329,57226,36,6,NM_020466.3
cg21265783,7461,36,7,NM_003388.3
cg21269897,8294,36,6,NM_003495.2
cg21269934,339983,36,4,NM_178557.2
cg21270015,51574,36,4,NM_016648.1
cg21270593,23089,36,7,NT_007933.14
cg21271753,164656,36,22,NM_153609.2
cg21272774,3225,36,12,NM_006897.1
cg21273029,10090,36,6,NM_005715.1
cg21273098,285755,36,6,NM_173672.1
cg21273125,11057,36,15,NM_007011.4
cg21274025,50487,36,22,NM_015715.2
cg21274570,6370,36,19,NM_005624.2
cg21275690,79228,36,16,NM_024339.2
cg21277505,284361,36,19,NM_175063.3
cg21279601,1816,36,4,NM_000798.3
cg21279865,80039,36,17,NM_024974.1
cg21279955,11000,36,1,NM_024330.1
cg21280384,80135,36,1,NM_025065.5
cg21280510,84618,36,1,NM_032526.1
cg21281001,1508,36,8,NM_001908.3
cg21281799,8445,36,12,NM_003583.2
cg21282997,8807,36,2,NM_003853.2
cg21283680,9467,36,3,NM_004844.2
cg21284636,5303,36,X,NM_006223.2
cg21284731,1630,36,18,NT_010966.13
cg21284880,10186,36,13,NM_005780.1
cg21287330,23587,36,17,NM_203414.1
cg21288099,22800,36,11,NM_012250.3
cg21289015,10083,36,11,NM_005709.2
cg21289924,8661,36,10,NM_003750.1
cg21290885,83604,36,X,NM_031442.2
cg21291896,6533,36,3,NM_003043.2
cg21291985,140685,36,20,NM_025224.2
cg21295467,4013,36,11,NM_198315.2
cg21295602,5694,36,17,NM_002798.1
cg21295911,8744,36,19,NM_003811.2
cg21296230,26585,36,15,NM_013372.5
cg21296602,79101,36,11,NM_024116.1
cg21296676,2070,36,6,NM_004100.2
cg21298523,53343,36,4,NM_198038.1
cg21299958,81618,36,2,NM_001012514.1
cg21300318,284424,36,19,NM_174947.2
cg21300561,10376,36,12,NM_006082.2
cg21301148,4624,36,14,NM_002471.1
cg21301440,114757,36,17,NM_134268.3
cg21302727,10579,36,10,NM_006997.2
cg21303011,7068,36,3,NM_000461.2
cg21303386,6000,36,1,NM_002924.2
cg21304187,9236,36,15,NM_020739.2
cg21305265,157313,36,8,NM_152562.2
cg21306212,64062,36,13,NM_022118.3
cg21306218,92822,36,16,NM_152287.2
cg21306775,400661,36,18,NM_207461.1
cg21307628,151887,36,3,NM_199511.1
cg21307697,23016,36,3,NM_015004.2
cg21309049,9263,36,7,NM_004760.1
cg21309147,342667,36,17,NM_198993.2
cg21311175,7290,36,22,NM_003325.3
cg21312090,7227,36,8,NM_014112.1
cg21312148,353141,36,1,NM_178430.2
cg21319693,5052,36,1,NM_181696.1
cg21319745,51118,36,1,NM_016037.2
cg21321735,547,36,2,NM_004321.4
cg21321885,54820,36,16,NM_017668.1
cg21322149,57337,36,3,NM_020654.2
cg21324308,84432,36,1,NM_032414.2
cg21325760,54551,36,15,NM_019066.2
cg21329628,51293,36,19,NM_016579.2
cg21330703,1813,36,11,NM_016574.2
cg21331335,169522,36,9,NM_133497.2
cg21331821,284312,36,19,NM_182572.2
cg21332946,128077,36,1,NM_153713.1
cg21333964,3145,36,11,NM_000190.3
cg21335556,162387,36,17,NM_152599.2
cg21335942,79918,36,16,NM_024860.1
cg21336547,10270,36,19,NM_005858.2
cg21337430,328,36,14,NM_001641.2
cg21339926,79789,36,14,NM_024734.2
cg21341271,57002,36,7,NM_020192.1
cg21341807,11020,36,22,NM_006860.2
cg21342728,2847,36,22,NM_005297.2
cg21347412,55620,36,19,NM_017720.2
cg21348691,54920,36,16,NM_017803.3
cg21349901,64006,36,7,NM_001007236.1
cg21350115,10203,36,2,NM_005795.2
